iid,gender,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,like_o,prob_o,met_o,dec,attr,sinc,intel,fun,amb,like,prob,met
253,0,16,19,291,0,0.09,1,27,4,20,20,15,15,12,18,1,5,9,8,7,6,7,7,2,0,4,7,7,6,8,6,6,0
253,0,5,20,292,0,-0.04,0,28,1,20,18,20,17,10,15,1,4,10,8,6,7,8,6,2,0,5,7,6,6,7,6,6,0
253,0,21,21,293,0,0.38,0,28,3,23,18,21,18,10,10,0,4,6,7,6,5,6,6,2,1,5,7,6,6,6,7,6,0
254,0,4,1,273,0,0.62,1,29,2,30,25,18,18,4,5,1,8,8,9,7,8,8,3,2,0,6,6,6,2,5,4,5,0
254,0,6,2,274,0,0.33,0,24,3,30,10,20,20,10,10,0,6,7,10,6,9,5,8,2,0,4,3,3,3,4,3,3,0
254,0,19,3,275,0,0.34,1,21,2,25,10,25,5,10,25,1,5,5,6,6,5,5,6,2,0,8,7,6,5,4,4,4,0
254,0,11,4,276,0,0.49,1,26,2,24,16,28,14,8,10,0,3,8,10,3,6,5,6,2,1,8,7,6,5,5,7,5,0
254,0,5,6,278,0,0.74,1,32,2,25,15,20,25,10,5,0,6,6,8,7,8,6,3,2,0,4,5,5,2,5,3,4,0
254,0,7,7,279,0,0.39,1,25,2,27,15,28,10,10,10,0,6,5,8,7,8,3,6,2,1,9,8,8,6,8,8,5,0
254,0,18,8,280,0,0.48,1,25,2,25,20,30,15,5,5,0,3,7,8,6,6,3,1,2,0,5,5,7,3,6,5,5,0
254,0,16,9,281,0,0.52,1,27,2,20,20,20,15,5,20,1,6,5,7,6,5,7,4,2,0,6,3,4,2,4,3,3,0
254,0,15,10,282,0,-0.39,0,23,1,25,15,20,20,10,10,1,7,7,7,7,7,7,5,2,0,7,6,5,7,5,6,5,0
254,0,14,11,283,0,-0.11,0,27,4,50,10,10,10,10,10,1,10,10,10,10,10,9,9,2,0,6,6,6,5,5,5,7,0
254,0,9,13,285,0,-0.25,0,24,6,20,20,25,25,5,5,1,8,8,8,8,8,8,8,2,0,3,5,5,3,5,3,3,0
254,0,21,15,287,0,0.29,0,22,4,35,40,5,5,7,8,1,8,8,7,8,7,8,8,2,0,5,6,6,3,3,3,3,0
254,0,1,16,288,0,0.38,1,27,2,20,20,15,25,10,10,0,5,5,7,5,5,5,5,2,0,5,9,8,6,8,3,5,0
254,0,2,17,289,0,0.23,0,28,4,20,30,10,20,0,20,1,5,9,8,7,6,8,5,2,0,5,7,6,8,5,4,5,0
254,0,10,18,290,0,0.37,1,34,2,30,10,30,10,5,15,0,3,6,6,5,6,4,4,2,0,8,3,3,2,3,3,3,0
254,0,3,19,291,0,0.09,0,27,4,20,20,15,15,12,18,1,6,9,8,7,7,7,6,2,0,5,7,9,8,9,7,5,0
254,0,13,20,292,0,0.16,0,28,1,20,18,20,17,10,15,0,5,10,7,4,4,5,4,2,0,8,7,5,5,7,6,5,0
254,0,8,21,293,0,0.27,0,28,3,23,18,21,18,10,10,0,6,8,8,6,5,6,6,2,0,4,4,5,5,6,3,3,0
255,0,5,1,273,0,0.19,0,29,2,30,25,18,18,4,5,0,6,5,5,8,4,5,1,2,0,6,7,6,6,6,6,6,0
255,0,7,2,274,0,0.28,0,24,3,30,10,20,20,10,10,0,2,4,6,4,6,4,3,2,0,6,6,6,6,6,6,6,0
255,0,20,3,275,0,0.3,0,21,2,25,10,25,5,10,25,1,5,5,6,5,5,5,5,2,0,6,6,7,6,7,6,6,0
255,0,12,4,276,0,0.24,0,26,2,24,16,28,14,8,10,0,7,6,5,5,4,5,3,2,0,6,6,6,6,6,6,6,0
255,0,13,5,277,0,0.06,0,25,2,60,20,0,20,0,0,0,6,6,6,4,5,6,0,2,0,6,6,6,6,6,6,6,0
255,0,6,6,278,0,-0.12,0,32,2,25,15,20,25,10,5,0,7,6,5,5,5,5,3,2,0,5,5,5,5,5,5,5,0
255,0,8,7,279,0,-0.25,0,25,2,27,15,28,10,10,10,0,5,5,7,3,6,2,6,2,0,6,6,6,6,6,6,5,0
255,0,19,8,280,0,0.13,0,25,2,25,20,30,15,5,5,1,8,7,8,5,6,6,2,2,0,6,6,7,6,7,6,5,0
255,0,17,9,281,0,0.18,0,27,2,20,20,20,15,5,20,0,5,4,4,3,5,6,3,2,0,6,6,7,6,7,6,6,0
255,0,16,10,282,0,0.36,0,23,1,25,15,20,20,10,10,0,6,7,7,5,5,5,2,2,0,6,7,7,7,7,7,6,0
255,0,15,11,283,0,-0.16,1,27,4,50,10,10,10,10,10,1,9,9,9,9,9,9,6,2,0,6,7,7,6,7,6,6,0
255,0,10,13,285,0,-0.25,0,24,6,20,20,25,25,5,5,1,3,3,3,3,3,3,3,2,0,5,5,5,5,5,5,5,0
255,0,1,15,287,0,-0.02,1,22,4,35,40,5,5,7,8,1,7,7,5,5,6,7,6,2,0,5,5,5,5,5,5,5,0
255,0,2,16,288,0,-0.02,0,27,2,20,20,15,25,10,10,0,5,7,3,4,5,5,5,2,0,6,6,6,6,6,6,6,0
255,0,3,17,289,0,-0.3,1,28,4,20,30,10,20,0,20,0,7,4,7,4,7,4,3,2,0,6,7,7,7,6,6,5,0
255,0,11,18,290,0,0.38,0,34,2,30,10,30,10,5,15,0,3,6,6,4,4,4,4,2,0,6,6,6,6,6,6,6,0
255,0,4,19,291,0,0.22,1,27,4,20,20,15,15,12,18,1,5,9,8,7,7,6,6,2,0,7,7,7,7,7,7,5,0
255,0,14,20,292,0,-0.24,0,28,1,20,18,20,17,10,15,0,5,10,8,4,6,5,4,2,0,6,7,7,6,6,7,6,0
255,0,9,21,293,0,0.33,0,28,3,23,18,21,18,10,10,0,5,7,6,5,5,5,4,2,0,6,6,6,6,6,6,6,0
256,0,20,1,273,0,0.55,0,29,2,30,25,18,18,4,5,0,7,6,8,5,5,7,1,2,0,7,7,6,5,5,6,8,0
256,0,1,2,274,0,0.66,0,24,3,30,10,20,20,10,10,0,4,8,8,5,9,6,7,2,0,6,7,6,5,6,6,7,0
256,0,14,3,275,0,0.05,0,21,2,25,10,25,5,10,25,1,6,5,7,6,5,6,6,2,0,6,6,7,4,6,6,5,0
256,0,6,4,276,0,-0.06,0,26,2,24,16,28,14,8,10,1,7,8,9,7,8,8,7,2,0,6,5,6,7,6,6,7,0
256,0,21,6,278,0,0.3,0,32,2,25,15,20,25,10,5,1,8,7,8,7,8,7,5,2,0,4,7,7,4,6,6,6,0
256,0,2,7,279,1,-0.06,0,25,2,27,15,28,10,10,10,1,7,7,8,6,9,6,6,2,1,8,7,7,6,7,8,7,0
256,0,13,8,280,0,0.17,0,25,2,25,20,30,15,5,5,1,7,8,8,7,7,7,3,2,0,6,7,7,6,5,6,7,0
256,0,11,9,281,0,0.16,0,27,2,20,20,20,15,5,20,0,7,5,7,3,10,3,2,2,0,6,5,7,5,6,6,6,0
256,0,10,10,282,1,-0.32,0,23,1,25,15,20,20,10,10,1,8,7,7,7,7,7,7,2,1,6,8,6,7,6,7,7,0
256,0,9,11,283,0,-0.58,1,27,4,50,10,10,10,10,10,1,9,9,9,9,9,6,6,2,0,5,7,6,4,5,5,8,0
256,0,4,13,285,0,0.25,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,2,0,7,8,7,6,7,6,7,0
256,0,16,15,287,0,0.64,1,22,4,35,40,5,5,7,8,1,6,7,6,6,5,6,6,2,0,7,4,5,3,5,3,2,0
256,0,17,16,288,0,-0.22,0,27,2,20,20,15,25,10,10,1,6,6,6,6,5,6,3,2,0,6,7,7,6,5,6,6,0
256,0,18,17,289,1,-0.13,1,28,4,20,30,10,20,0,20,1,6,8,8,8,7,7,6,2,1,7,7,6,7,5,7,8,0
256,0,5,18,290,0,0.2,0,34,2,30,10,30,10,5,15,1,7,8,8,7,6,7,5,1,0,7,6,6,6,5,7,6,1
256,0,19,19,291,0,-0.3,1,27,4,20,20,15,15,12,18,1,5,8,8,7,6,6,7,2,0,5,6,7,4,6,5,5,0
256,0,8,20,292,0,-0.23,0,28,1,20,18,20,17,10,15,1,6,10,7,5,6,6,5,2,0,7,7,7,7,6,7,7,0
256,0,3,21,293,0,-0.11,0,28,3,23,18,21,18,10,10,0,6,8,9,6,7,6,5,2,0,5,6,7,4,7,5,4,0
257,0,3,1,273,0,0.64,1,29,2,30,25,18,18,4,5,0,7,6,7,5,8,6,1,2,0,5,7,8,6,8,3,0,0
257,0,5,2,274,0,0.46,0,24,3,30,10,20,20,10,10,0,6,8,8,8,8,7,6,2,0,5,7,7,7,7,3,2,0
257,0,18,3,275,0,0.56,1,21,2,25,10,25,5,10,25,1,6,6,7,5,6,6,7,2,0,5,5,6,6,6,4,3,0
257,0,10,4,276,0,0.7,1,26,2,24,16,28,14,8,10,0,6,5,4,5,3,5,4,2,0,3,5,6,6,6,6,2,0
257,0,4,6,278,0,0.88,1,32,2,25,15,20,25,10,5,0,5,5,5,5,5,5,4,2,0,2,7,8,5,8,3,0,0
257,0,6,7,279,0,0.23,1,25,2,27,15,28,10,10,10,0,8,8,7,7,5,4,4,2,0,6,6,7,7,7,6,4,0
257,0,17,8,280,0,0.75,1,25,2,25,20,30,15,5,5,0,6,6,6,6,5,5,2,2,0,3,4,6,5,5,3,2,0
257,0,15,9,281,0,0.74,1,27,2,20,20,20,15,5,20,1,6,7,5,5,6,8,6,2,0,3,5,6,4,6,3,2,0
257,0,14,10,282,0,-0.21,0,23,1,25,15,20,20,10,10,1,8,8,8,8,8,7,6,2,0,7,7,7,7,7,6,5,0
257,0,13,11,283,0,0.21,0,27,4,50,10,10,10,10,10,1,10,10,10,10,10,9,6,2,0,4,7,9,6,9,6,5,0
257,0,8,13,285,0,0.29,0,24,6,20,20,25,25,5,5,1,8,8,8,8,8,8,9,2,0,5,7,7,7,7,5,2,0
257,0,20,15,287,0,0.26,0,22,4,35,40,5,5,7,8,1,8,6,7,6,6,7,6,2,0,3,4,6,3,7,3,1,0
257,0,21,16,288,0,0.59,1,27,2,20,20,15,25,10,10,0,4,5,6,5,6,5,2,2,0,4,5,6,6,7,4,2,0
257,0,1,17,289,0,0.42,0,28,4,20,30,10,20,0,20,1,7,8,6,6,6,7,5,2,0,5,7,7,9,9,5,3,0
257,0,9,18,290,0,0.74,1,34,2,30,10,30,10,5,15,1,6,7,7,7,6,5,4,2,0,7,8,8,7,7,6,3,0
257,0,2,19,291,0,0.3,0,27,4,20,20,15,15,12,18,1,6,7,6,6,6,6,5,2,0,5,7,9,8,10,5,0,0
257,0,12,20,292,0,0.42,0,28,1,20,18,20,17,10,15,1,9,10,7,7,10,8,7,2,0,7,7,7,7,6,7,5,0
257,0,7,21,293,0,0.26,0,28,3,23,18,21,18,10,10,0,7,7,6,6,5,6,7,2,0,3,5,5,5,5,5,3,0
258,0,18,1,273,0,0.18,0,29,2,30,25,18,18,4,5,0,8,7,8,8,8,7,2,2,0,5,3,9,4,4,3,1,0
258,0,20,2,274,0,0.1,0,24,3,30,10,20,20,10,10,0,7,6,5,6,7,8,6,2,0,8,6,5,2,5,5,6,0
258,0,12,3,275,0,0.36,0,21,2,25,10,25,5,10,25,1,7,6,6,5,6,8,6,2,0,6,8,7,5,4,5,6,0
258,0,4,4,276,1,0.1,0,26,2,24,16,28,14,8,10,1,6,10,9,8,8,7,5,2,1,7,10,10,6,3,8,8,0
258,0,19,6,278,0,0.12,0,32,2,25,15,20,25,10,5,0,5,7,7,7,7,5,4,2,0,4,6,6,5,9,4,5,0
258,0,21,7,279,0,0.35,0,25,2,27,15,28,10,10,10,0,7,6,8,7,5,4,3,2,1,5,6,10,8,7,7,4,0
258,0,9,9,281,0,0.38,0,27,2,20,20,20,15,5,20,1,5,7,6,6,7,7,6,2,0,5,6,10,2,3,4,3,0
258,0,8,10,282,1,0.1,0,23,1,25,15,20,20,10,10,1,8,8,8,8,8,8,6,2,1,7,9,9,8,6,7,5,0
258,0,7,11,283,1,0.58,0,27,4,50,10,10,10,10,10,1,10,9,9,9,9,10,6,2,1,9,10,8,6,7,7,7,0
258,0,2,13,285,0,-0.17,1,24,6,20,20,25,25,5,5,1,7,7,7,7,7,6.5,7,2,0,4,10,10,3,3,5,5,0
258,0,14,15,287,0,0.13,0,22,4,35,40,5,5,7,8,1,8,6,5,4,4,5,5,2,0,4,3,7,3,6,5,4,0
258,0,15,16,288,0,0.54,0,27,2,20,20,15,25,10,10,0,5,6,5,5,5,4,2,2,0,6,5,9,4,6,5,3,0
258,0,3,18,290,0,0.35,0,34,2,30,10,30,10,5,15,1,7,7,7,6,6,6,5,2,0,4,7,9,6,7,5,7,0
258,0,17,19,291,0,0.43,0,27,4,20,20,15,15,12,18,1,5,8,8,7,6,6,5,2,0,4,5,9,2,4,4,6,0
258,0,6,20,292,1,0.33,0,28,1,20,18,20,17,10,15,1,7,9,8,9,6,9,7,2,1,9,10,9,9,8,8,5,0
258,0,1,21,293,0,0.08,0,28,3,23,18,21,18,10,10,0,5,8,7,8,6,6,7,2,1,6,7,9,3,6,7,6,0
259,0,14,1,273,0,0.39,1,29,2,30,25,18,18,4,5,0,4,5,8,6,8,4,1,2,1,7,8,9,6,7,7,5,0
259,0,16,2,274,0,0.19,0,24,3,30,10,20,20,10,10,0,8,7,8,5,6,5,2,2,0,5,6,7,5,5,4,3,0
259,0,21,4,276,0,0.72,1,26,2,24,16,28,14,8,10,1,10,10,10,10,10,10,10,2,0,7,2,8,8,5,8,3,1
259,0,15,6,278,0,0.59,1,32,2,25,15,20,25,10,5,1,6,5,5,3,5,8,8,1,0,7,7,8,6,5,7,4,1
259,0,17,7,279,0,0.5,1,25,2,27,15,28,10,10,10,0,9,1,6,3,4,1,1,2,0,5,1,8,4,5,5,1,0
259,0,7,8,280,0,0.52,1,25,2,25,20,30,15,5,5,0,7,7,9,7,8,6,2,1,0,5,7,8,5,5,5,3,1
259,0,5,9,281,0,0.19,1,27,2,20,20,20,15,5,20,0,5,5,7,4,9,6,7,2,1,7,8,8,5,7,7,6,0
259,0,4,10,282,0,0.1,0,23,1,25,15,20,20,10,10,1,7,7,7,7,7,7,3,2,0,7,7,8,8,6,7,5,0
259,0,3,11,283,0,0.12,0,27,4,50,10,10,10,10,10,1,10,9,9,9,9,9,9,2,0,6,9,9,5,7,6,5,0
259,0,19,13,285,0,-0.42,0,24,6,20,20,25,25,5,5,1,9,9,9,9,9,9,9,2,0,6,8,8,4,7,7,4,0
259,0,10,15,287,0,0.04,0,22,4,35,40,5,5,7,8,0,7,6,6,6,6,5,5,2,0,6,6,7,4,8,5,4,0
259,0,11,16,288,0,0.47,1,27,2,20,20,15,25,10,10,0,4,5,5,5,6,4,3,2,0,7,7,7,6,6,7,4,0
259,0,12,17,289,0,0.12,0,28,4,20,30,10,20,0,20,0,4,3,7,5,5,5,3,2,0,7,8,7,7,7,7,5,0
259,0,20,18,290,0,0.53,1,34,2,30,10,30,10,5,15,0,3,3,8,5,7,3,3,1,0,7,7,9,7,4,7,5,1
259,0,13,19,291,0,0.46,0,27,4,20,20,15,15,12,18,1,6,7,7,6,6,6,5,2,0,6,8,8,6,7,7,4,1
259,0,2,20,292,0,0.32,0,28,1,20,18,20,17,10,15,0,7,9,9,4,5,5,4,2,0,7,7,8,6,8,6,4,0
259,0,18,21,293,0,0.37,0,28,3,23,18,21,18,10,10,0,5,5,6,4,6,4,4,2,0,6,6,7,6,8,5,4,0
260,0,21,1,273,0,0.53,0,29,2,30,25,18,18,4,5,0,2,8,8,7,8,7,1,2,0,5,7,8,5,8,6,3,0
260,0,2,2,274,0,0.52,0,24,3,30,10,20,20,10,10,0,3,7,8,6,10,4,4,2,0,6,8,6,8,7,4,3,0
260,0,15,3,275,0,0.43,0,21,2,25,10,25,5,10,25,1,5,6,8,5,7,7,7,2,0,6,8,7,6,7,7,5,0
260,0,7,4,276,1,0.39,0,26,2,24,16,28,14,8,10,1,7,7,8,7,5,9,10,2,1,7,7,8,7,8,8,10,1
260,0,1,6,278,0,0.36,0,32,2,25,15,20,25,10,5,0,5,5,5,3,5,5,2,2,0,6,8,7,7,5,5,5,0
260,0,3,7,279,0,0.31,0,25,2,27,15,28,10,10,10,1,6,7,8,8,7,5,3,1,0,9,7,8,9,8,6,5,1
260,0,14,8,280,1,0.62,0,25,2,25,20,30,15,5,5,1,7,7,8,7,8,7,5,1,1,7,9,9,8,8,7,5,1
260,0,12,9,281,0,0.43,0,27,2,20,20,20,15,5,20,0,6,7,9,5,9,6,2,2,0,4,7,7,4,6,5,5,0
260,0,11,10,282,1,0.34,0,23,1,25,15,20,20,10,10,1,10,9,9,9,9,10,6,2,1,7,8,6,8,7,8,5,0
260,0,10,11,283,0,0.26,1,27,4,50,10,10,10,10,10,1,7,7,7,7,7,6,6,2,0,4,7,5,5,6,4,5,0
260,0,5,13,285,1,-0.18,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,2,1,6,9,7,7,6,7,4,0
260,0,17,15,287,0,0.31,1,22,4,35,40,5,5,7,8,1,7,8,8,6,6,7,6,2,0,5,6,6,7,10,6,4,0
260,0,18,16,288,0,0.65,0,27,2,20,20,15,25,10,10,0,4,6,5,4,5,5,3,2,1,8,8,8,7,7,7,5,0
260,0,19,17,289,0,0.53,1,28,4,20,30,10,20,0,20,0,5,3,4,2,5,4,2,2,1,7,7,8,9,9,7,5,0
260,0,6,18,290,0,0.75,0,34,2,30,10,30,10,5,15,0,4,6,9,7,8,6,4,1,1,7,9,10,6,8,8,5,1
260,0,20,19,291,1,0.47,1,27,4,20,20,15,15,12,18,1,6,8,8,6,6,6,7,2,1,6,7,9,7,10,7,5,0
260,0,9,20,292,0,0.24,0,28,1,20,18,20,17,10,15,0,5,10,9,5,6,7,6,2,1,8,8,8,8,9,8,6,0
260,0,4,21,293,0,0.4,0,28,3,23,18,21,18,10,10,0,3,6,8,6,6,4,5,2,1,7,7,8,8,9,7,5,0
261,0,16,1,273,0,0.34,0,29,2,30,25,18,18,4,5,0,2,7,7,5,5,4,1,2,0,6,8,8,6,5,6,5,0
261,0,18,2,274,0,0.39,0,24,3,30,10,20,20,10,10,0,3,0,6,5,4,6,5,2,0,5,6,7,6,6,7,5,0
261,0,10,3,275,1,0.54,0,21,2,25,10,25,5,10,25,1,6,6,7,5,6,6,6,2,1,8,8,8,8,7,7,5,0
261,0,2,4,276,1,0.7,0,26,2,24,16,28,14,8,10,1,8,10,9,7,5,9,10,2,1,8,10,9,8,7,9,10,1
261,0,17,6,278,0,0.68,0,32,2,25,15,20,25,10,5,0,5,5,6,5,5,5,3,2,0,5,7,7,6,6,6,5,0
261,0,19,7,279,0,-0.01,0,25,2,27,15,28,10,10,10,0,7,8,10,9,7,4,1,1,1,8,6,8,8,8,6,5,1
261,0,9,8,280,1,0.63,0,25,2,25,20,30,15,5,5,1,7,7,8,7,7,7,3,1,1,4,8,8,7,8,7,5,1
261,0,7,9,281,0,0.48,0,27,2,20,20,20,15,5,20,0,3,7,9,3,5,5,5,2,0,6,8,9,6,6,6,5,0
261,0,6,10,282,0,0.02,0,23,1,25,15,20,20,10,10,1,7,7,7,7,7,7,3,2,0,5,7,8,8,8,6,5,0
261,0,5,11,283,0,0.08,1,27,4,50,10,10,10,10,10,1,6,6,6,6,6,8,8,2,0,3,6,7,5,7,7,5,0
261,0,8,12,284,0,0.43,0,27,2,25,20,25,20,10,0,0,6,8,8,5,6,6,3,2,0,3,5,6,5,4,6,5,0
261,0,21,13,285,0,0.08,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,2,0,5,7,7,5,6,6,5,0
261,0,12,15,287,0,0.1,1,22,4,35,40,5,5,7,8,0,4,6,5,4,5,4,5,2,0,6,4,6,5,6,3,4,0
261,0,13,16,288,0,0.59,0,27,2,20,20,15,25,10,10,0,4,6,6,5,6,5,3,2,1,7,6,7,8,7,7,5,0
261,0,14,17,289,0,0.17,1,28,4,20,30,10,20,0,20,0,4,2,6,2,7,3,1,2,1,6,7,7,9,8,8,6,0
261,0,1,18,290,0,0.51,0,34,2,30,10,30,10,5,15,0,5,7,8,6,7,4,3,2,1,7,8,7,6,6,7,5,0
261,0,15,19,291,1,0.3,1,27,4,20,20,15,15,12,18,1,6,7,8,7,6,6,6,1,1,4,8,8,7,8,7,5,1
261,0,4,20,292,0,0.28,0,28,1,20,18,20,17,10,15,0,5,9,7,4,6,5,4,2,0,6,6,6,8,8,6,7,0
261,0,20,21,293,0,0.69,0,28,3,23,18,21,18,10,10,0,5,6,7,6,5,5,5,2,0,7,6,7,6,5,5,5,0
262,0,9,1,273,0,0.19,1,29,2,30,25,18,18,4,5,0,2,8,9,9,8,8,4,1,1,9,9,9,9,8,8,7,0
262,0,11,2,274,0,0.09,0,24,3,30,10,20,20,10,10,0,4,6,7,6,2,5,7,2,0,7,7,8,7,8,7,2,0
262,0,3,3,275,0,0.2,1,21,2,25,10,25,5,10,25,1,4,7,8,5,8,5,7,2,0,6,8,8,5,8,5,4,0
262,0,16,4,276,0,0.39,1,26,2,24,16,28,14,8,10,0,5,6,7,3,6,6,3,2,0,7,7,8,8,7,7,5,0
262,0,10,6,278,0,0.14,1,32,2,25,15,20,25,10,5,1,5,5,6,7,7,6,5,2,0,6,8,8,8,8,7,3,0
262,0,12,7,279,0,0.44,1,25,2,27,15,28,10,10,10,0,6,8,9,3,7,5,3,2,0,7,7,8,7,6,7,2,0
262,0,2,8,280,0,0.42,1,25,2,25,20,30,15,5,5,0,3,7,7,5,7,4,5,2,0,6,9,9,7,6,7,6,0
262,0,21,9,281,0,0.34,1,27,2,20,20,20,15,5,20,1,6,7,7,5,3,8,4,2,0,6,7,8,7,6,7,4,0
262,0,20,10,282,0,0.47,0,23,1,25,15,20,20,10,10,1,7,7,7,7,7,7,5,2,0,8,8,7,7,7,6,6,0
262,0,19,11,283,0,0.53,0,27,4,50,10,10,10,10,10,1,10,10,10,10,10,10,10,2,0,6,7,7,7,7,7,6,0
262,0,14,13,285,0,-0.09,0,24,6,20,20,25,25,5,5,1,7,7,7,7,7,7,7,2,0,6,8,8,8,6,8,4,0
262,0,5,15,287,0,-0.09,0,22,4,35,40,5,5,7,8,1,6,8,6,6,5,6,7,2,0,6,7,8,6,9,6,3,0
262,0,6,16,288,0,0.6,1,27,2,20,20,15,25,10,10,0,4,7,7,6,5,6,4,2,0,9,8,7,8,6,7,2,0
262,0,7,17,289,0,0.5,0,28,4,20,30,10,20,0,20,1,6,9,9,7,6,8,7,2,0,8,8,9,8,8,8,7,0
262,0,15,18,290,0,0.6,1,34,2,30,10,30,10,5,15,0,3,5,6,5,6,3,3,2,0,6,6,7,6,7,6,2,0
262,0,8,19,291,0,0.62,0,27,4,20,20,15,15,12,18,1,5,10,9,7,6,5,7,2,0,7,8,8,7,8,7,4,0
262,0,18,20,292,0,0.48,0,28,1,20,18,20,17,10,15,0,10,10,10,4,5,5,5,2,0,10,9,9,6,6,9,2,0
262,0,13,21,293,0,0.31,0,28,3,23,18,21,18,10,10,0,3,8,7,4,4,3,4,2,0,8,8,8,8,8,7,3,0
263,0,6,1,273,0,0.39,0,29,2,30,25,18,18,4,5,0,2,8,8,9,7,8,5,2,1,8,10,10,9,10,8,5,0
263,0,8,2,274,1,0.72,0,24,3,30,10,20,20,10,10,1,7,8,9,9,8,7,6,2,1,8,9,8,7,8,7,2,0
263,0,21,3,275,0,0.23,0,21,2,25,10,25,5,10,25,1,6,6,7,5,7,7,6,2,0,5,10,9,7,7,8,1,0
263,0,13,4,276,0,0.2,0,26,2,24,16,28,14,8,10,1,8,5,7,8,7,8,6,2,0,5,9,7,7,7,7,0,0
263,0,7,6,278,0,0.57,0,32,2,25,15,20,25,10,5,1,8,8,8,8,8,8,6,2,0,4,7,7,7,7,7,2,0
263,0,9,7,279,0,-0.07,0,25,2,27,15,28,10,10,10,0,8,8,8,9,6,8,4,2,0,9,9,8,9,7,8,2,0
263,0,20,8,280,0,0.42,0,25,2,25,20,30,15,5,5,1,6,7,8,8,7,7,3,2,0,6,9,9,9,7,8,5,0
263,0,18,9,281,0,0.64,0,27,2,20,20,20,15,5,20,1,6,7,9,7,8,8,6,2,0,7,4,9,6,7,7,3,0
263,0,17,10,282,1,-0.44,1,23,1,25,15,20,20,10,10,1,8,8,8,8,8,8,6,2,1,9,9,9,9,9,9,8,0
263,0,16,11,283,0,-0.27,0,27,4,50,10,10,10,10,10,0,1,1,1,1,1,1,1,2,1,8,10,9,9,9,7,7,0
263,0,11,13,285,0,0.24,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,2,0,6,10,8,7,8,7,6,0
263,0,1,14,286,0,0.26,0,22,2,10,15,25,15,15,20,1,8,7,8,7,5,5,5,2,0,6,10,10,9,10,8,5,0
263,0,3,16,288,1,0.18,0,27,2,20,20,15,25,10,10,1,6,5,7,7,6,7,4,2,1,5,10,9,7,7,8,1,0
263,0,4,17,289,1,0.18,0,28,4,20,30,10,20,0,20,1,7,9,8,8,5,8,6,2,1,6,10,9,10,8,10,6,0
263,0,5,19,291,0,-0.2,0,27,4,20,20,15,15,12,18,1,5,10,8,8,6,6,6,2,0,4,10,10,8,10,8,4,0
263,0,15,20,292,1,-0.2,1,28,1,20,18,20,17,10,15,1,6,10,10,8,7,7,7,2,1,10,8,9,10,10,9,4,0
263,0,10,21,293,0,0.22,0,28,3,23,18,21,18,10,10,0,4,8,8,8,7,6,6,2,0,9,9,9,4,10,7,4,0
264,0,7,1,273,0,0.32,1,29,2,30,25,18,18,4,5,0,5,6,5,5,7,4,1,2,0,3,6,6,5,6,2,3,0
264,0,9,2,274,1,0.14,0,24,3,30,10,20,20,10,10,1,6,7,8,8,9,6,6,2,1,6,8,8,8,7,8,6,0
264,0,1,3,275,0,0.4,1,21,2,25,10,25,5,10,25,1,5,8,7,7,5,5,7,2,0,5,6,7,5,8,5,6,0
264,0,14,4,276,0,0.57,1,26,2,24,16,28,14,8,10,1,8,9,6,8,5,9,8,2,0,5,6,7,6,6,6,5,0
264,0,8,6,278,0,0.57,1,32,2,25,15,20,25,10,5,0,3,5,7,5,5,5,4,2,0,3,6,7,7,7,6,3,0
264,0,10,7,279,1,0.73,1,25,2,27,15,28,10,10,10,1,7,7,9,7,6,6,5,2,1,7,8,8,8,7,7,6,0
264,0,21,8,280,1,0.54,1,25,2,25,20,30,15,5,5,1,7,7,7,8,7,8,5,1,1,5,7,8,7,5,6,6,1
264,0,19,9,281,0,0.31,1,27,2,20,20,20,15,5,20,1,5,4,6,3,3,4,1,2,0,4,4,6,3,6,3,3,0
264,0,18,10,282,1,-0.06,0,23,1,25,15,20,20,10,10,1,7,7,7,7,7,7,3,2,1,8,8,7,5,5,6,5,1
264,0,17,11,283,0,0.16,0,27,4,50,10,10,10,10,10,1,10,10,10,10,10,10,10,2,0,4,8,8,8,6,6,3,1
264,0,12,13,285,0,-0.19,0,24,6,20,20,25,25,5,5,1,7,7,7,7,7,7,7,2,0,2,5,6,2,6,3,4,0
264,0,3,15,287,0,0.1,0,22,4,35,40,5,5,7,8,1,8,8,8,8,7,9,8,2,0,2,3,6,4,6,3,3,0
264,0,4,16,288,0,0.38,1,27,2,20,20,15,25,10,10,0,3,4,5,3,3,4,3,2,1,8,7,7,7,7,7,6,0
264,0,5,17,289,0,0.32,0,28,4,20,30,10,20,0,20,1,8,8,5,5,6,7,4,2,0,6,8,8,8,7,6,8,1
264,0,13,18,290,0,0.41,1,34,2,30,10,30,10,5,15,0,3,5,7,5,7,3,2,2,0,5,6,7,7,7,6,4,0
264,0,6,19,291,0,0.4,0,27,4,20,20,15,15,12,18,1,5,8,7,6,6,5,5,2,0,7,6,6,3,6,6,4,0
